rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link,last_updated_at_UTC
337,Lunatone,"Rock,Psychic",460,90,55,65,95,85,70,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,https://pokemondb.net/pokedex/lunatone,05-Dec-2021 05:46:36
338,Solrock,"Rock,Psychic",460,90,95,85,55,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,https://pokemondb.net/pokedex/solrock,05-Dec-2021 05:46:36
339,Barboach,"Water,Ground",288,50,48,43,46,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,https://pokemondb.net/pokedex/barboach,05-Dec-2021 05:46:36
340,Whiscash,"Water,Ground",468,110,78,73,76,71,60,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,https://pokemondb.net/pokedex/whiscash,05-Dec-2021 05:46:36
341,Corphish,Water,308,43,80,65,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,https://pokemondb.net/pokedex/corphish,05-Dec-2021 05:46:36
342,Crawdaunt,"Water,Dark",468,63,120,85,90,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,https://pokemondb.net/pokedex/crawdaunt,05-Dec-2021 05:46:36
343,Baltoy,"Ground,Psychic",300,40,40,55,40,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,https://pokemondb.net/pokedex/baltoy,05-Dec-2021 05:46:36
344,Claydol,"Ground,Psychic",500,60,70,105,70,120,75,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,https://pokemondb.net/pokedex/claydol,05-Dec-2021 05:46:36
345,Lileep,"Rock,Grass",355,66,41,77,61,87,23,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,https://pokemondb.net/pokedex/lileep,05-Dec-2021 05:46:36
346,Cradily,"Rock,Grass",495,86,81,97,81,107,43,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,https://pokemondb.net/pokedex/cradily,05-Dec-2021 05:46:36
347,Anorith,"Rock,Bug",355,45,95,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,https://pokemondb.net/pokedex/anorith,05-Dec-2021 05:46:36
348,Armaldo,"Rock,Bug",495,75,125,100,70,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,https://pokemondb.net/pokedex/armaldo,05-Dec-2021 05:46:36
349,Feebas,Water,200,20,15,20,10,55,80,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,https://pokemondb.net/pokedex/feebas,05-Dec-2021 05:46:36
350,Milotic,Water,540,95,60,79,100,125,81,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,https://pokemondb.net/pokedex/milotic,05-Dec-2021 05:46:36
351,Castform,Normal,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,https://pokemondb.net/pokedex/castform,05-Dec-2021 05:46:36
351,Castform-Sunny Form,Fire,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,https://pokemondb.net/pokedex/castform,05-Dec-2021 05:46:36
351,Castform-Rainy Form,Water,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,https://pokemondb.net/pokedex/castform,05-Dec-2021 05:46:36
351,Castform-Snowy Form,Ice,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,https://pokemondb.net/pokedex/castform,05-Dec-2021 05:46:36
352,Kecleon,Normal,440,60,90,70,60,120,40,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,https://pokemondb.net/pokedex/kecleon,05-Dec-2021 05:46:36
353,Shuppet,Ghost,295,44,75,35,63,33,45,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,https://pokemondb.net/pokedex/shuppet,05-Dec-2021 05:46:36
354,Banette,Ghost,455,64,115,65,83,63,65,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,https://pokemondb.net/pokedex/banette,05-Dec-2021 05:46:36
354,Banette-Mega Banette,Ghost,555,64,165,75,93,83,75,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,https://pokemondb.net/pokedex/banette,05-Dec-2021 05:46:36
355,Duskull,Ghost,295,20,40,90,30,90,25,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,https://pokemondb.net/pokedex/duskull,05-Dec-2021 05:46:36
356,Dusclops,Ghost,455,40,70,130,60,130,25,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,https://pokemondb.net/pokedex/dusclops,05-Dec-2021 05:46:36
357,Tropius,"Grass,Flying",460,99,68,83,72,87,51,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,https://pokemondb.net/pokedex/tropius,05-Dec-2021 05:46:36
358,Chimecho,Psychic,455,75,50,80,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,https://pokemondb.net/pokedex/chimecho,05-Dec-2021 05:46:36
359,Absol,Dark,465,65,130,60,75,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,https://pokemondb.net/pokedex/absol,05-Dec-2021 05:46:36
359,Absol-Mega Absol,Dark,565,65,150,60,115,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,https://pokemondb.net/pokedex/absol,05-Dec-2021 05:46:36
360,Wynaut,Psychic,260,95,23,48,23,48,23,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,https://pokemondb.net/pokedex/wynaut,05-Dec-2021 05:46:36
361,Snorunt,Ice,300,50,50,50,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,https://pokemondb.net/pokedex/snorunt,05-Dec-2021 05:46:36
362,Glalie,Ice,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,https://pokemondb.net/pokedex/glalie,05-Dec-2021 05:46:36
362,Glalie-Mega Glalie,Ice,580,80,120,80,120,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,https://pokemondb.net/pokedex/glalie,05-Dec-2021 05:46:36
363,Spheal,"Ice,Water",290,70,40,50,55,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,https://pokemondb.net/pokedex/spheal,05-Dec-2021 05:46:36
364,Sealeo,"Ice,Water",410,90,60,70,75,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,05-Dec-2021 05:46:36
365,Walrein,"Ice,Water",530,110,80,90,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,https://pokemondb.net/pokedex/walrein,05-Dec-2021 05:46:36
366,Clamperl,Water,345,35,64,85,74,55,32,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,https://pokemondb.net/pokedex/clamperl,05-Dec-2021 05:46:36
367,Huntail,Water,485,55,104,105,94,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,https://pokemondb.net/pokedex/huntail,05-Dec-2021 05:46:36
368,Gorebyss,Water,485,55,84,105,114,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,https://pokemondb.net/pokedex/gorebyss,05-Dec-2021 05:46:36
369,Relicanth,"Water,Rock",485,100,90,130,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,05-Dec-2021 05:46:36
370,Luvdisc,Water,330,43,30,55,40,65,97,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,https://pokemondb.net/pokedex/luvdisc,05-Dec-2021 05:46:36
371,Bagon,Dragon,300,45,75,60,40,30,50,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,https://pokemondb.net/pokedex/bagon,05-Dec-2021 05:46:36
372,Shelgon,Dragon,420,65,95,100,60,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,https://pokemondb.net/pokedex/shelgon,05-Dec-2021 05:46:36
373,Salamence,"Dragon,Flying",600,95,135,80,110,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,https://pokemondb.net/pokedex/salamence,05-Dec-2021 05:46:36
373,Salamence-Mega Salamence,"Dragon,Flying",700,95,145,130,120,90,120,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,05-Dec-2021 05:46:36
374,Beldum,"Steel,Psychic",300,40,55,80,35,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,https://pokemondb.net/pokedex/beldum,05-Dec-2021 05:46:36
375,Metang,"Steel,Psychic",420,60,75,100,55,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,https://pokemondb.net/pokedex/metang,05-Dec-2021 05:46:36
376,Metagross,"Steel,Psychic",600,80,135,130,95,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,https://pokemondb.net/pokedex/metagross,05-Dec-2021 05:46:36
376,Metagross-Mega Metagross,"Steel,Psychic",700,80,145,150,105,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,05-Dec-2021 05:46:36
377,Regirock,Rock,580,80,100,200,50,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,https://pokemondb.net/pokedex/regirock,05-Dec-2021 05:46:36
378,Regice,Ice,580,80,50,100,100,200,50,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,https://pokemondb.net/pokedex/regice,05-Dec-2021 05:46:36
379,Registeel,Steel,580,80,75,150,75,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,https://pokemondb.net/pokedex/registeel,05-Dec-2021 05:46:36
380,Latias,"Dragon,Psychic",600,80,80,90,110,130,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,https://pokemondb.net/pokedex/latias,05-Dec-2021 05:46:36
380,Latias-Mega Latias,"Dragon,Psychic",700,80,100,120,140,150,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,05-Dec-2021 05:46:36
381,Latios,"Dragon,Psychic",600,80,90,80,130,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,https://pokemondb.net/pokedex/latios,05-Dec-2021 05:46:36
381,Latios-Mega Latios,"Dragon,Psychic",700,80,130,100,160,120,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,05-Dec-2021 05:46:36
382,Kyogre,Water,670,100,100,90,150,140,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,https://pokemondb.net/pokedex/kyogre,05-Dec-2021 05:46:36
382,Kyogre-Primal Kyogre,Water,770,100,150,90,180,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,https://pokemondb.net/pokedex/kyogre,05-Dec-2021 05:46:36
383,Groudon,Ground,670,100,150,140,100,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,https://pokemondb.net/pokedex/groudon,05-Dec-2021 05:46:36
383,Groudon-Primal Groudon,"Ground,Fire",770,100,180,160,150,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,05-Dec-2021 05:46:36
384,Rayquaza,"Dragon,Flying",680,105,150,90,150,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,05-Dec-2021 05:46:36
384,Rayquaza-Mega Rayquaza,"Dragon,Flying",780,105,180,100,180,100,115,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,05-Dec-2021 05:46:36
385,Jirachi,"Steel,Psychic",600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,05-Dec-2021 05:46:36
386,Deoxys-Normal Forme,Psychic,600,50,150,50,150,50,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,https://pokemondb.net/pokedex/deoxys,05-Dec-2021 05:46:36
386,Deoxys-Attack Forme,Psychic,600,50,180,20,180,20,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,https://pokemondb.net/pokedex/deoxys,05-Dec-2021 05:46:36
386,Deoxys-Defense Forme,Psychic,600,50,70,160,70,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,https://pokemondb.net/pokedex/deoxys,05-Dec-2021 05:46:36
386,Deoxys-Speed Forme,Psychic,600,50,95,90,95,90,180,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,https://pokemondb.net/pokedex/deoxys,05-Dec-2021 05:46:36
387,Turtwig,Grass,318,55,68,64,45,55,31,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,https://pokemondb.net/pokedex/turtwig,05-Dec-2021 05:46:36
388,Grotle,Grass,405,75,89,85,55,65,36,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,https://pokemondb.net/pokedex/grotle,05-Dec-2021 05:46:36
389,Torterra,"Grass,Ground",525,95,109,105,75,85,56,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,https://pokemondb.net/pokedex/torterra,05-Dec-2021 05:46:36
390,Chimchar,Fire,309,44,58,44,58,44,61,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,https://pokemondb.net/pokedex/chimchar,05-Dec-2021 05:46:36
391,Monferno,"Fire,Fighting",405,64,78,52,78,52,81,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,https://pokemondb.net/pokedex/monferno,05-Dec-2021 05:46:36
392,Infernape,"Fire,Fighting",534,76,104,71,104,71,108,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,https://pokemondb.net/pokedex/infernape,05-Dec-2021 05:46:36
393,Piplup,Water,314,53,51,53,61,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,https://pokemondb.net/pokedex/piplup,05-Dec-2021 05:46:36
394,Prinplup,Water,405,64,66,68,81,76,50,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,https://pokemondb.net/pokedex/prinplup,05-Dec-2021 05:46:36
395,Empoleon,"Water,Steel",530,84,86,88,111,101,60,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,05-Dec-2021 05:46:36
396,Starly,"Normal,Flying",245,40,55,30,30,30,60,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,https://pokemondb.net/pokedex/starly,05-Dec-2021 05:46:36
397,Staravia,"Normal,Flying",340,55,75,50,40,40,80,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,https://pokemondb.net/pokedex/staravia,05-Dec-2021 05:46:36
398,Staraptor,"Normal,Flying",485,85,120,70,50,60,100,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,05-Dec-2021 05:46:36
399,Bidoof,Normal,250,59,45,40,35,40,31,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,https://pokemondb.net/pokedex/bidoof,05-Dec-2021 05:46:36
400,Bibarel,"Normal,Water",410,79,85,60,55,60,71,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,05-Dec-2021 05:46:36
401,Kricketot,Bug,194,37,25,41,25,41,25,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,https://pokemondb.net/pokedex/kricketot,05-Dec-2021 05:46:36
402,Kricketune,Bug,384,77,85,51,55,51,65,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,https://pokemondb.net/pokedex/kricketune,05-Dec-2021 05:46:36
403,Shinx,Electric,263,45,65,34,40,34,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,https://pokemondb.net/pokedex/shinx,05-Dec-2021 05:46:36
404,Luxio,Electric,363,60,85,49,60,49,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,https://pokemondb.net/pokedex/luxio,05-Dec-2021 05:46:36
405,Luxray,Electric,523,80,120,79,95,79,70,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,https://pokemondb.net/pokedex/luxray,05-Dec-2021 05:46:36
406,Budew,"Grass,Poison",280,40,30,35,50,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,https://pokemondb.net/pokedex/budew,05-Dec-2021 05:46:36
407,Roserade,"Grass,Poison",515,60,70,65,125,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,https://pokemondb.net/pokedex/roserade,05-Dec-2021 05:46:36
408,Cranidos,Rock,350,67,125,40,30,30,58,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,https://pokemondb.net/pokedex/cranidos,05-Dec-2021 05:46:36
409,Rampardos,Rock,495,97,165,60,65,50,58,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,https://pokemondb.net/pokedex/rampardos,05-Dec-2021 05:46:36
410,Shieldon,"Rock,Steel",350,30,42,118,42,88,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,05-Dec-2021 05:46:36
411,Bastiodon,"Rock,Steel",495,60,52,168,47,138,30,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,05-Dec-2021 05:46:36
412,Burmy,Bug,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png,https://pokemondb.net/pokedex/burmy,05-Dec-2021 05:46:36
413,Wormadam-Plant Cloak,"Bug,Grass",424,60,59,85,79,105,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,05-Dec-2021 05:46:36
413,Wormadam-Sandy Cloak,"Bug,Ground",424,60,79,105,59,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,05-Dec-2021 05:46:36
413,Wormadam-Trash Cloak,"Bug,Steel",424,60,69,95,69,95,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,05-Dec-2021 05:46:36
414,Mothim,"Bug,Flying",424,70,94,50,94,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,https://pokemondb.net/pokedex/mothim,05-Dec-2021 05:46:36
415,Combee,"Bug,Flying",244,30,30,42,30,42,70,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,https://pokemondb.net/pokedex/combee,05-Dec-2021 05:46:36
416,Vespiquen,"Bug,Flying",474,70,80,102,80,102,40,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,05-Dec-2021 05:46:36
417,Pachirisu,Electric,405,60,45,70,45,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,https://pokemondb.net/pokedex/pachirisu,05-Dec-2021 05:46:36
418,Buizel,Water,330,55,65,35,60,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,https://pokemondb.net/pokedex/buizel,05-Dec-2021 05:46:36
419,Floatzel,Water,495,85,105,55,85,50,115,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,https://pokemondb.net/pokedex/floatzel,05-Dec-2021 05:46:36
420,Cherubi,Grass,275,45,35,45,62,53,35,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,https://pokemondb.net/pokedex/cherubi,05-Dec-2021 05:46:36
421,Cherrim,Grass,450,70,60,70,87,78,85,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,https://pokemondb.net/pokedex/cherrim,05-Dec-2021 05:46:36
422,Shellos,Water,325,76,48,48,57,62,34,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,https://pokemondb.net/pokedex/shellos,05-Dec-2021 05:46:36
423,Gastrodon,"Water,Ground",475,111,83,68,92,82,39,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,05-Dec-2021 05:46:36
424,Ambipom,Normal,482,75,100,66,60,66,115,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,https://pokemondb.net/pokedex/ambipom,05-Dec-2021 05:46:36
425,Drifloon,"Ghost,Flying",348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,05-Dec-2021 05:46:36
426,Drifblim,"Ghost,Flying",498,150,80,44,90,54,80,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,05-Dec-2021 05:46:36
427,Buneary,Normal,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,https://pokemondb.net/pokedex/buneary,05-Dec-2021 05:46:36
428,Lopunny,Normal,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny,05-Dec-2021 05:46:36
428,Lopunny-Mega Lopunny,"Normal,Fighting",580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,05-Dec-2021 05:46:36
429,Mismagius,Ghost,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius,05-Dec-2021 05:46:36
430,Honchkrow,"Dark,Flying",505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,05-Dec-2021 05:46:36
431,Glameow,Normal,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,https://pokemondb.net/pokedex/glameow,05-Dec-2021 05:46:36
432,Purugly,Normal,452,71,82,64,64,59,112,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,https://pokemondb.net/pokedex/purugly,05-Dec-2021 05:46:36
433,Chingling,Psychic,285,45,30,50,65,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,https://pokemondb.net/pokedex/chingling,05-Dec-2021 05:46:36
434,Stunky,"Poison,Dark",329,63,63,47,41,41,74,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,https://pokemondb.net/pokedex/stunky,05-Dec-2021 05:46:36
435,Skuntank,"Poison,Dark",479,103,93,67,71,61,84,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,05-Dec-2021 05:46:36
