rank,name,types,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon_url,details_url,scrape_ts
0337,Lunatone,"Rock, Psychic",460,90,55,65,95,85,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/lunatone.png,https://pokemondb.net/pokedex/lunatone,2024-02-24 15:05:21
0338,Solrock,"Rock, Psychic",460,90,95,85,55,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/solrock.png,https://pokemondb.net/pokedex/solrock,2024-02-24 15:05:21
0339,Barboach,"Water, Ground",288,50,48,43,46,41,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/barboach.png,https://pokemondb.net/pokedex/barboach,2024-02-24 15:05:21
0340,Whiscash,"Water, Ground",468,110,78,73,76,71,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/whiscash.png,https://pokemondb.net/pokedex/whiscash,2024-02-24 15:05:21
0341,Corphish,Water,308,43,80,65,50,35,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/corphish.png,https://pokemondb.net/pokedex/corphish,2024-02-24 15:05:21
0342,Crawdaunt,"Water, Dark",468,63,120,85,90,55,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/crawdaunt.png,https://pokemondb.net/pokedex/crawdaunt,2024-02-24 15:05:21
0343,Baltoy,"Ground, Psychic",300,40,40,55,40,70,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/baltoy.png,https://pokemondb.net/pokedex/baltoy,2024-02-24 15:05:21
0344,Claydol,"Ground, Psychic",500,60,70,105,70,120,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/claydol.png,https://pokemondb.net/pokedex/claydol,2024-02-24 15:05:21
0345,Lileep,"Rock, Grass",355,66,41,77,61,87,23,https://img.pokemondb.net/sprites/scarlet-violet/icon/lileep.png,https://pokemondb.net/pokedex/lileep,2024-02-24 15:05:21
0346,Cradily,"Rock, Grass",495,86,81,97,81,107,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/cradily.png,https://pokemondb.net/pokedex/cradily,2024-02-24 15:05:21
0347,Anorith,"Rock, Bug",355,45,95,50,40,50,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/anorith.png,https://pokemondb.net/pokedex/anorith,2024-02-24 15:05:21
0348,Armaldo,"Rock, Bug",495,75,125,100,70,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/armaldo.png,https://pokemondb.net/pokedex/armaldo,2024-02-24 15:05:21
0349,Feebas,Water,200,20,15,20,10,55,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/feebas.png,https://pokemondb.net/pokedex/feebas,2024-02-24 15:05:21
0350,Milotic,Water,540,95,60,79,100,125,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/milotic.png,https://pokemondb.net/pokedex/milotic,2024-02-24 15:05:21
0351,Castform,Normal,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform.png,https://pokemondb.net/pokedex/castform,2024-02-24 15:05:21
0351,Sunny Form,Fire,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-sunny.png,https://pokemondb.net/pokedex/castform,2024-02-24 15:05:21
0351,Rainy Form,Water,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-rainy.png,https://pokemondb.net/pokedex/castform,2024-02-24 15:05:21
0351,Snowy Form,Ice,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-snowy.png,https://pokemondb.net/pokedex/castform,2024-02-24 15:05:21
0352,Kecleon,Normal,440,60,90,70,60,120,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/kecleon.png,https://pokemondb.net/pokedex/kecleon,2024-02-24 15:05:21
0353,Shuppet,Ghost,295,44,75,35,63,33,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuppet.png,https://pokemondb.net/pokedex/shuppet,2024-02-24 15:05:21
0354,Banette,Ghost,455,64,115,65,83,63,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/banette.png,https://pokemondb.net/pokedex/banette,2024-02-24 15:05:21
0354,Mega Banette,Ghost,555,64,165,75,93,83,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/banette-mega.png,https://pokemondb.net/pokedex/banette,2024-02-24 15:05:21
0355,Duskull,Ghost,295,20,40,90,30,90,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/duskull.png,https://pokemondb.net/pokedex/duskull,2024-02-24 15:05:21
0356,Dusclops,Ghost,455,40,70,130,60,130,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/dusclops.png,https://pokemondb.net/pokedex/dusclops,2024-02-24 15:05:21
0357,Tropius,"Grass, Flying",460,99,68,83,72,87,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png,https://pokemondb.net/pokedex/tropius,2024-02-24 15:05:21
0358,Chimecho,Psychic,455,75,50,80,95,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimecho.png,https://pokemondb.net/pokedex/chimecho,2024-02-24 15:05:21
0359,Absol,Dark,465,65,130,60,75,60,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol.png,https://pokemondb.net/pokedex/absol,2024-02-24 15:05:21
0359,Mega Absol,Dark,565,65,150,60,115,60,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol-mega.png,https://pokemondb.net/pokedex/absol,2024-02-24 15:05:21
0360,Wynaut,Psychic,260,95,23,48,23,48,23,https://img.pokemondb.net/sprites/scarlet-violet/icon/wynaut.png,https://pokemondb.net/pokedex/wynaut,2024-02-24 15:05:21
0361,Snorunt,Ice,300,50,50,50,50,50,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorunt.png,https://pokemondb.net/pokedex/snorunt,2024-02-24 15:05:21
0362,Glalie,Ice,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie.png,https://pokemondb.net/pokedex/glalie,2024-02-24 15:05:21
0362,Mega Glalie,Ice,580,80,120,80,120,80,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie-mega.png,https://pokemondb.net/pokedex/glalie,2024-02-24 15:05:21
0363,Spheal,"Ice, Water",290,70,40,50,55,50,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png,https://pokemondb.net/pokedex/spheal,2024-02-24 15:05:21
0364,Sealeo,"Ice, Water",410,90,60,70,75,70,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,2024-02-24 15:05:21
0365,Walrein,"Ice, Water",530,110,80,90,95,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png,https://pokemondb.net/pokedex/walrein,2024-02-24 15:05:21
0366,Clamperl,Water,345,35,64,85,74,55,32,https://img.pokemondb.net/sprites/scarlet-violet/icon/clamperl.png,https://pokemondb.net/pokedex/clamperl,2024-02-24 15:05:21
0367,Huntail,Water,485,55,104,105,94,75,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/huntail.png,https://pokemondb.net/pokedex/huntail,2024-02-24 15:05:21
0368,Gorebyss,Water,485,55,84,105,114,75,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/gorebyss.png,https://pokemondb.net/pokedex/gorebyss,2024-02-24 15:05:21
0369,Relicanth,"Water, Rock",485,100,90,130,45,65,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,2024-02-24 15:05:21
0370,Luvdisc,Water,330,43,30,55,40,65,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/luvdisc.png,https://pokemondb.net/pokedex/luvdisc,2024-02-24 15:05:21
0371,Bagon,Dragon,300,45,75,60,40,30,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/bagon.png,https://pokemondb.net/pokedex/bagon,2024-02-24 15:05:21
0372,Shelgon,Dragon,420,65,95,100,60,50,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/shelgon.png,https://pokemondb.net/pokedex/shelgon,2024-02-24 15:05:21
0373,Salamence,"Dragon, Flying",600,95,135,80,110,80,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence.png,https://pokemondb.net/pokedex/salamence,2024-02-24 15:05:21
0373,Mega Salamence,"Dragon, Flying",700,95,145,130,120,90,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,2024-02-24 15:05:21
0374,Beldum,"Steel, Psychic",300,40,55,80,35,60,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png,https://pokemondb.net/pokedex/beldum,2024-02-24 15:05:21
0375,Metang,"Steel, Psychic",420,60,75,100,55,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png,https://pokemondb.net/pokedex/metang,2024-02-24 15:05:21
0376,Metagross,"Steel, Psychic",600,80,135,130,95,90,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png,https://pokemondb.net/pokedex/metagross,2024-02-24 15:05:21
0376,Mega Metagross,"Steel, Psychic",700,80,145,150,105,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,2024-02-24 15:05:21
0377,Regirock,Rock,580,80,100,200,50,100,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/regirock.png,https://pokemondb.net/pokedex/regirock,2024-02-24 15:05:21
0378,Regice,Ice,580,80,50,100,100,200,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/regice.png,https://pokemondb.net/pokedex/regice,2024-02-24 15:05:21
0379,Registeel,Steel,580,80,75,150,75,150,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/registeel.png,https://pokemondb.net/pokedex/registeel,2024-02-24 15:05:21
0380,Latias,"Dragon, Psychic",600,80,80,90,110,130,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias.png,https://pokemondb.net/pokedex/latias,2024-02-24 15:05:21
0380,Mega Latias,"Dragon, Psychic",700,80,100,120,140,150,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,2024-02-24 15:05:21
0381,Latios,"Dragon, Psychic",600,80,90,80,130,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios.png,https://pokemondb.net/pokedex/latios,2024-02-24 15:05:21
0381,Mega Latios,"Dragon, Psychic",700,80,130,100,160,120,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,2024-02-24 15:05:21
0382,Kyogre,Water,670,100,100,90,150,140,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre.png,https://pokemondb.net/pokedex/kyogre,2024-02-24 15:05:21
0382,Primal Kyogre,Water,770,100,150,90,180,160,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre-primal.png,https://pokemondb.net/pokedex/kyogre,2024-02-24 15:05:21
0383,Groudon,Ground,670,100,150,140,100,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon.png,https://pokemondb.net/pokedex/groudon,2024-02-24 15:05:21
0383,Primal Groudon,"Ground, Fire",770,100,180,160,150,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,2024-02-24 15:05:21
0384,Rayquaza,"Dragon, Flying",680,105,150,90,150,90,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,2024-02-24 15:05:21
0384,Mega Rayquaza,"Dragon, Flying",780,105,180,100,180,100,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,2024-02-24 15:05:21
0385,Jirachi,"Steel, Psychic",600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,2024-02-24 15:05:21
0386,Normal Forme,Psychic,600,50,150,50,150,50,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-normal.png,https://pokemondb.net/pokedex/deoxys,2024-02-24 15:05:21
0386,Attack Forme,Psychic,600,50,180,20,180,20,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-attack.png,https://pokemondb.net/pokedex/deoxys,2024-02-24 15:05:21
0386,Defense Forme,Psychic,600,50,70,160,70,160,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-defense.png,https://pokemondb.net/pokedex/deoxys,2024-02-24 15:05:21
0386,Speed Forme,Psychic,600,50,95,90,95,90,180,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-speed.png,https://pokemondb.net/pokedex/deoxys,2024-02-24 15:05:21
0387,Turtwig,Grass,318,55,68,64,45,55,31,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtwig.png,https://pokemondb.net/pokedex/turtwig,2024-02-24 15:05:21
0388,Grotle,Grass,405,75,89,85,55,65,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/grotle.png,https://pokemondb.net/pokedex/grotle,2024-02-24 15:05:21
0389,Torterra,"Grass, Ground",525,95,109,105,75,85,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/torterra.png,https://pokemondb.net/pokedex/torterra,2024-02-24 15:05:21
0390,Chimchar,Fire,309,44,58,44,58,44,61,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimchar.png,https://pokemondb.net/pokedex/chimchar,2024-02-24 15:05:21
0391,Monferno,"Fire, Fighting",405,64,78,52,78,52,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/monferno.png,https://pokemondb.net/pokedex/monferno,2024-02-24 15:05:21
0392,Infernape,"Fire, Fighting",534,76,104,71,104,71,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/infernape.png,https://pokemondb.net/pokedex/infernape,2024-02-24 15:05:21
0393,Piplup,Water,314,53,51,53,61,56,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/piplup.png,https://pokemondb.net/pokedex/piplup,2024-02-24 15:05:21
0394,Prinplup,Water,405,64,66,68,81,76,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/prinplup.png,https://pokemondb.net/pokedex/prinplup,2024-02-24 15:05:21
0395,Empoleon,"Water, Steel",530,84,86,88,111,101,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,2024-02-24 15:05:21
0396,Starly,"Normal, Flying",245,40,55,30,30,30,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/starly.png,https://pokemondb.net/pokedex/starly,2024-02-24 15:05:21
0397,Staravia,"Normal, Flying",340,55,75,50,40,40,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/staravia.png,https://pokemondb.net/pokedex/staravia,2024-02-24 15:05:21
0398,Staraptor,"Normal, Flying",485,85,120,70,50,60,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,2024-02-24 15:05:21
0399,Bidoof,Normal,250,59,45,40,35,40,31,https://img.pokemondb.net/sprites/scarlet-violet/icon/bidoof.png,https://pokemondb.net/pokedex/bidoof,2024-02-24 15:05:21
0400,Bibarel,"Normal, Water",410,79,85,60,55,60,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,2024-02-24 15:05:21
0401,Kricketot,Bug,194,37,25,41,25,41,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketot.png,https://pokemondb.net/pokedex/kricketot,2024-02-24 15:05:21
0402,Kricketune,Bug,384,77,85,51,55,51,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketune.png,https://pokemondb.net/pokedex/kricketune,2024-02-24 15:05:21
0403,Shinx,Electric,263,45,65,34,40,34,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/shinx.png,https://pokemondb.net/pokedex/shinx,2024-02-24 15:05:21
0404,Luxio,Electric,363,60,85,49,60,49,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxio.png,https://pokemondb.net/pokedex/luxio,2024-02-24 15:05:21
0405,Luxray,Electric,523,80,120,79,95,79,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxray.png,https://pokemondb.net/pokedex/luxray,2024-02-24 15:05:21
0406,Budew,"Grass, Poison",280,40,30,35,50,70,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png,https://pokemondb.net/pokedex/budew,2024-02-24 15:05:21
0407,Roserade,"Grass, Poison",515,60,70,65,125,105,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png,https://pokemondb.net/pokedex/roserade,2024-02-24 15:05:21
0408,Cranidos,Rock,350,67,125,40,30,30,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/cranidos.png,https://pokemondb.net/pokedex/cranidos,2024-02-24 15:05:21
0409,Rampardos,Rock,495,97,165,60,65,50,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/rampardos.png,https://pokemondb.net/pokedex/rampardos,2024-02-24 15:05:21
0410,Shieldon,"Rock, Steel",350,30,42,118,42,88,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,2024-02-24 15:05:21
0411,Bastiodon,"Rock, Steel",495,60,52,168,47,138,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,2024-02-24 15:05:21
0412,Plant Cloak,Bug,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-plant.png,https://pokemondb.net/pokedex/burmy,2024-02-24 15:05:21
0412,Sandy Cloak,Bug,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-sandy.png,https://pokemondb.net/pokedex/burmy,2024-02-24 15:05:21
0412,Trash Cloak,Bug,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-trash.png,https://pokemondb.net/pokedex/burmy,2024-02-24 15:05:21
0413,Plant Cloak,"Bug, Grass",424,60,59,85,79,105,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,2024-02-24 15:05:21
0413,Sandy Cloak,"Bug, Ground",424,60,79,105,59,85,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,2024-02-24 15:05:21
0413,Trash Cloak,"Bug, Steel",424,60,69,95,69,95,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,2024-02-24 15:05:21
0414,Mothim,"Bug, Flying",424,70,94,50,94,50,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png,https://pokemondb.net/pokedex/mothim,2024-02-24 15:05:21
0415,Combee,"Bug, Flying",244,30,30,42,30,42,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png,https://pokemondb.net/pokedex/combee,2024-02-24 15:05:21
0416,Vespiquen,"Bug, Flying",474,70,80,102,80,102,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,2024-02-24 15:05:21
0417,Pachirisu,Electric,405,60,45,70,45,90,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/pachirisu.png,https://pokemondb.net/pokedex/pachirisu,2024-02-24 15:05:21
0418,Buizel,Water,330,55,65,35,60,30,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/buizel.png,https://pokemondb.net/pokedex/buizel,2024-02-24 15:05:21
0419,Floatzel,Water,495,85,105,55,85,50,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/floatzel.png,https://pokemondb.net/pokedex/floatzel,2024-02-24 15:05:21
0420,Cherubi,Grass,275,45,35,45,62,53,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherubi.png,https://pokemondb.net/pokedex/cherubi,2024-02-24 15:05:21
0421,Cherrim,Grass,450,70,60,70,87,78,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherrim.png,https://pokemondb.net/pokedex/cherrim,2024-02-24 15:05:21
0422,Shellos,Water,325,76,48,48,57,62,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/shellos.png,https://pokemondb.net/pokedex/shellos,2024-02-24 15:05:21
0423,Gastrodon,"Water, Ground",475,111,83,68,92,82,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,2024-02-24 15:05:21
0424,Ambipom,Normal,482,75,100,66,60,66,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/ambipom.png,https://pokemondb.net/pokedex/ambipom,2024-02-24 15:05:21
0425,Drifloon,"Ghost, Flying",348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,2024-02-24 15:05:21
0426,Drifblim,"Ghost, Flying",498,150,80,44,90,54,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,2024-02-24 15:05:21
0427,Buneary,Normal,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/buneary.png,https://pokemondb.net/pokedex/buneary,2024-02-24 15:05:21
0428,Lopunny,Normal,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny,2024-02-24 15:05:21
0428,Mega Lopunny,"Normal, Fighting",580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,2024-02-24 15:05:21
0429,Mismagius,Ghost,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius,2024-02-24 15:05:21
0430,Honchkrow,"Dark, Flying",505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,2024-02-24 15:05:21
0431,Glameow,Normal,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/glameow.png,https://pokemondb.net/pokedex/glameow,2024-02-24 15:05:21
